,Code,Financial Year,Annual Revenue,Annual Net,Annual EPS
4664,9741,31-Dec-15,0,"97,807",242.12
4665,9741,31-Dec-14,"282,826","19,472",48.2
4666,9741,31-Dec-13,"216,974","14,741",36.49
4667,9741,31-Dec-12,"193,955","17,396",43.06
4668,9741,31-Dec-11,"210,300","20,130",49.82
4669,5113,31-Dec-18,"335,866","-143,901",-7.04
4670,5113,31-Dec-17,"325,080","-119,185",-5.84
4671,5113,31-Dec-16,"250,573","-61,779",-3.02
4672,5113,31-Dec-15,"184,032","-55,126",-2.7
4673,5113,31-Dec-14,"239,474","5,276",0.26
4674,5113,31-Dec-13,"282,234","2,302",0.11
4675,5113,31-Dec-12,"313,883","21,027",1.02
4676,5113,31-Dec-11,"359,578","65,974",36.71
4677,5270,30-Sep-18,0,"-8,146",-0.82
4678,5270,30-Sep-17,0,"-7,623",-0.76
4679,5270,30-Sep-16,0,"-6,864",-1.12
4680,7803,31-Dec-18,"353,055","7,690",3.05
4681,7803,31-Dec-17,"405,036","13,377",5.43
4682,7803,31-Dec-16,"311,107","20,946",9.13
4683,7803,31-Dec-15,"300,344","14,777",6.49
4684,7803,31-Dec-14,"296,351","10,208",4.45
4685,7803,31-Dec-13,"325,375",417,0.19
4686,7803,31-Dec-12,"376,546","22,031",10.73
4687,7803,31-Dec-11,"373,702","8,906",4.42
4688,2542,31-Dec-18,"28,661","4,953",7.64
4689,2542,31-Dec-17,"43,265","16,031",24.72
4690,2542,31-Dec-16,"31,311","8,076",12.46
4691,2542,31-Dec-15,"31,147","6,269",13.18
4692,2542,31-Dec-14,"30,088","8,375",12.09
4693,2542,31-Dec-13,"29,106","10,685",17.3
4694,2542,31-Dec-12,"25,070","19,424",29.96
4695,2542,31-Dec-11,"27,682","18,324",28.26
4696,5134,31-Mar-19,"457,639","20,291",14.82
4697,5134,31-Mar-18,"763,206","32,677",23.87
4698,5134,31-Mar-17,"740,091","48,654",35.53
4699,5134,31-Mar-16,"502,694","24,924",18.21
4700,5134,31-Mar-15,"562,029","26,913",19.65
4701,5134,31-Mar-14,"544,053","40,674",29.7
4702,5134,31-Mar-13,"581,232","34,465",25.17
4703,5134,31-Mar-12,"560,704","16,818",12.29
4704,8567,31-Dec-18,"130,420","2,145",0.11
4705,8567,31-Dec-17,"209,244","-23,794",-3.63
4706,8567,31-Dec-16,"101,218","11,168",-2.14
4707,8567,31-Dec-15,"125,368","5,560",0.83
4708,8567,31-Dec-14,"201,917","4,514",0.88
4709,8567,31-Dec-13,"312,092","24,585",4.15
4710,8567,31-Dec-12,"343,909","11,139",1.82
4711,8567,31-Dec-11,"472,763","13,478",2.84
4712,183,30-Jun-19,"103,583","3,331",0.86
4713,183,30-Jun-18,"261,474","11,362",2.93
4714,183,30-Jun-17,"247,091","19,354",4.98
4715,183,30-Jun-16,"110,143","8,005",2.51
4716,9822,31-Mar-19,"559,205","56,069",41.48
4717,9822,31-Mar-18,"598,164","63,144",47.94
4718,9822,31-Mar-17,"537,397","43,607",36.43
4719,9822,31-Mar-16,"620,054","63,094",73.49
4720,9822,31-Mar-15,"451,520","34,634",41.43
4721,9822,31-Mar-14,"452,755","28,316",38.76
4722,9822,31-Mar-13,"383,444","19,992",28.02
4723,9822,31-Mar-12,"531,144","17,626",24.86
4724,5147,31-Dec-18,"1,095,216","21,358",7.85
4725,5147,31-Dec-17,"937,600","22,289",11.43
4726,5147,31-Dec-16,"696,565","14,939",10.98
4727,5147,31-Dec-15,"602,091","4,018",2.96
4728,5147,31-Dec-14,"632,350","6,254",4.6
4729,5147,31-Dec-13,"542,983","8,767",6.45
4730,5147,31-Dec-12,"526,471","8,613",6.35
4731,5147,31-Dec-11,"509,662","17,601",12.93
4732,9113,31-Mar-19,"17,614","-3,907",-1.73
4733,9113,31-Mar-18,"48,144","-4,591",-2.02
4734,9113,31-Mar-17,"45,592","-6,162",-2.85
4735,9113,31-Mar-16,"47,073","-10,619",-6.1
4736,9113,31-Mar-15,"32,239","-12,702",-7.3
4737,9113,31-Mar-14,"66,088","-16,313",-9.36
4738,9113,31-Mar-13,"87,328","-5,587",-3.21
4739,9113,31-Mar-12,"66,465","-9,119",-5.23
4740,7811,31-Jan-19,"162,754","1,578",2.17
4741,7811,31-Jan-18,"211,713","3,078",4.23
4742,7811,31-Jan-17,"223,878","6,145",8.43
4743,7811,31-Jan-16,"224,277","7,736",10.63
4744,7811,31-Jan-15,"232,715","8,017",11.02
4745,7811,31-Jan-14,"274,306","18,246",25.07
4746,7811,31-Jan-13,"265,241","13,316",18.3
4747,7811,31-Jan-12,"284,844","22,033",30.27
4748,5218,31-Jan-19,"3,816,877","-292,879",-4.92
4749,5218,31-Jan-18,"5,894,997","-2,503,477",-42.11
4750,5218,31-Jan-17,"7,651,323","208,317",3.51
4751,5218,31-Jan-16,"10,184,031","-791,556",-13.26
4752,5218,31-Jan-15,"9,943,019","1,432,751",23.91
4753,5218,31-Jan-14,"8,378,776","1,086,915",18.14
4754,5218,31-Jan-13,"6,230,587","482,934",9.66
4755,4596,31-Jan-19,"35,762","-4,278",-3.07
4756,4596,31-Jan-18,"50,160","14,002",10.03
4757,4596,31-Jan-17,"50,557","100,663",72.1
4758,4596,31-Jan-16,"45,777","2,953",2.12
4759,4596,31-Jan-15,"39,406","24,515",17.56
4760,4596,31-Jan-14,"37,695","9,501",6.81
4761,4596,31-Jan-13,"28,093","30,797",22.07
4762,4596,31-Jan-12,"20,617","141,388",101.28
4763,5252,31-Aug-19,"30,508","4,382",1.05
4764,5252,31-Aug-18,"87,841","2,003",0.48
4765,5252,31-Aug-17,"93,056","8,038",3.38
4766,5252,31-Aug-16,"93,201","16,849",9.53
4767,5252,31-Aug-15,"87,408","15,332",12.07
4768,5252,31-Aug-14,"35,490","4,220",3.89
4769,5157,31-Jul-19,"19,326",376,0.28
4770,5157,31-Jul-18,"89,219","-2,819",-2.21
4771,5157,31-Jul-17,"50,439",946,0.79
4772,5157,31-May-17,"105,279",411,0.35
4773,5157,31-May-16,"147,093","-3,787",-4.1
4774,5157,31-May-15,"167,119","-2,011",-2.23
4775,5157,31-May-14,"149,113",750,0.83
4776,5157,31-May-13,"145,925",313,0.35
4777,2569,30-Jun-19,"5,841","-7,468",-11.26
4778,2569,30-Jun-18,"14,193","6,339",9.56
4779,2569,30-Jun-17,"12,296","-6,103",-9.2
4780,2569,30-Jun-16,"11,079","-1,879",-2.84
4781,2569,30-Jun-15,"11,097","5,432",8.2
4782,2569,30-Jun-14,"14,939","14,225",22.38
4783,2569,30-Jun-13,"11,781","12,243",20.24
4784,2569,30-Jun-12,"12,265","6,599",10.91
4785,5207,31-Mar-19,"100,807","9,650",4.07
4786,5207,31-Mar-18,"47,962","2,229",0.95
4787,5207,31-Mar-17,"67,280","-2,952",-1.26
4788,5207,31-Mar-16,"150,737","13,674",5.83
4789,5207,31-Mar-15,"149,332","18,501",13.21
4790,5207,31-Mar-14,"137,092","35,815",35.31
4791,5207,31-Mar-13,"127,290","26,755",32.48
4792,5207,31-Mar-12,"152,985","23,873",28.97
4793,5170,31-Dec-18,"790,168","-39,146",-12.35
4794,5170,31-Dec-17,"1,017,555","-36,284",-11.44
4795,5170,31-Dec-16,"1,299,777","19,116",6.03
4796,5170,31-Dec-15,"1,454,688","39,797",12.55
4797,5170,31-Dec-14,"307,954","23,500",8.41
4798,5170,31-Dec-13,"208,711",882,0.6
4799,5170,31-Dec-12,"268,575","6,403",4.35
4800,5170,31-Dec-11,"368,310","15,513",11.48
4801,7247,30-Apr-19,"113,232","2,714",1.41
4802,7247,30-Apr-18,"207,417","16,395",9.46
4803,7247,30-Apr-17,"178,785","23,001",17.17
4804,7247,30-Apr-16,"133,505","20,194",18.23
4805,7247,30-Apr-15,"106,633","15,567",19.46
4806,7247,30-Apr-14,"100,300","11,619",14.52
4807,7247,30-Apr-13,"96,894","7,640",9.55
4808,7247,30-Apr-12,"82,111","6,203",7.76
4809,9237,31-Dec-18,"75,801","-9,568",-11.14
4810,9237,31-Dec-17,"68,784",-258,-0.45
4811,9237,31-Dec-16,"57,027","1,593",2.16
4812,9237,31-Dec-15,"65,872",240,0.33
4813,9237,31-Dec-14,"64,669","-2,934",-3.99
4814,9237,31-Dec-13,"57,365","-2,820",-3.84
4815,9237,31-Dec-12,"64,724","1,225",1.67
4816,9237,31-Dec-11,"44,923",113,0.16
4817,99,30-Jun-19,"78,368","11,338",3.19
4818,99,30-Jun-18,"165,289","32,221",9.07
4819,99,30-Jun-17,"199,486","45,398",12.78
4820,99,30-Jun-16,"196,295","41,947",11.81
4821,99,30-Jun-15,"176,834","34,694",10.17
4822,99,30-Jun-14,"160,143","23,202",7.84
4823,99,30-Jun-13,"133,844","14,852",5.01
4824,99,30-Jun-12,"131,226","13,736",4.63
4825,4731,31-Jul-19,"1,480,224","127,411",26.06
4826,4731,31-Jul-18,"2,626,767","289,806",59.58
4827,4731,31-Jul-17,"2,403,151","255,873",54.77
4828,4731,31-Jul-16,"2,200,980","240,865",105.92
4829,4731,31-Jul-15,"1,801,684","158,190",70.35
4830,4731,31-Jul-14,"1,590,472","148,450",67.13
4831,4731,31-Jul-13,"1,229,045","110,284",51.04
4832,4731,31-Jul-12,"881,025","83,917",39.03
4833,7239,30-Jun-19,"23,971","-2,990",-3.1
4834,7239,30-Jun-18,"62,466",535,0.81
4835,7239,30-Jun-17,"62,386",-407,-2.43
4836,7239,30-Jun-16,"56,205",-424,-0.49
4837,7239,30-Jun-15,"25,347","-2,820",-3.27
4838,7239,31-Mar-15,"38,952","-1,803",-2.37
4839,7239,31-Mar-14,"43,603","-1,500",-1.99
4840,7239,31-Mar-13,"36,755","-2,253",-2.93
4841,7158,31-Mar-19,"421,849","-75,554",-6.9
4842,7158,31-Mar-18,"703,824","-248,481",-19.21
4843,7158,31-Mar-17,"862,937","-107,591",-5.7
4844,7158,31-Mar-16,"1,423,292","22,437",1.45
4845,7158,31-Mar-15,"1,798,276","49,300",3.17
4846,7158,31-Mar-14,"1,653,028","5,144",0.27
4847,7158,31-Mar-13,"747,070","-110,035",-7.4
4848,7158,31-Dec-12,"1,151,529","45,019",3.04
4849,7045,31-Mar-19,"393,341","2,908",0.12
4850,7045,31-Mar-18,"693,763","-207,935",-8.88
4851,7045,31-Mar-17,"700,057","-126,385",-5.4
4852,7045,31-Mar-16,"1,248,744","-2,886",-0.13
4853,7045,31-Mar-15,"1,559,942","77,108",3.29
4854,7045,31-Mar-14,"1,415,967","81,445",3.47
4855,7045,31-Mar-13,"339,797","24,583",1.46
4856,7045,31-Dec-12,"238,168","24,651",3.36
4857,2224,31-Mar-19,"195,459","15,317",3.59
4858,2224,31-Mar-18,"217,334","83,358",19.56
4859,2224,31-Mar-17,"219,748","59,474",13.96
4860,2224,31-Mar-16,"216,264","43,088",10.11
4861,2224,31-Mar-15,"401,333","66,947",15.71
4862,2224,31-Mar-14,"377,282","62,170",14.59
4863,2224,31-Mar-13,"278,842","48,085",11.28
4864,2224,31-Mar-12,"354,452","45,714",10.72
4865,7073,31-Dec-18,"23,312","-43,552",-11.38
4866,7073,31-Dec-17,"38,012","8,899",2.12
4867,7073,31-Dec-16,"81,593","4,494",2.01
4868,7073,31-Dec-15,"63,608","309,215",170.61
4869,7073,31-Dec-14,"79,247","16,898",13.53
4870,7073,31-Dec-13,"98,717","5,968",5.55
4871,7073,31-Dec-12,"82,509","33,874",35.1
4872,7073,31-Dec-11,"96,117","1,123",1.91
4873,4286,30-Jun-19,"54,266","14,174",11.64
4874,4286,30-Jun-18,"131,872","15,013",6.33
4875,4286,30-Jun-17,"83,150","-9,012",-3.97
4876,4286,30-Jun-16,"71,680","3,595",1.68
4877,4286,30-Jun-15,"29,190","-5,527",-2.56
4878,4286,30-Jun-14,"288,929","61,632",28.56
4879,4286,30-Jun-13,"183,300","19,582",9.07
4880,4286,30-Jun-12,"122,854","17,707",8.95
4881,5145,31-Dec-18,"71,652","-19,735",-3.94
4882,5145,31-Dec-17,"76,162","-51,690",-10.34
4883,5145,31-Dec-16,"122,859","-58,423",-11.68
4884,5145,31-Dec-15,"141,840","-7,215",-1.44
4885,5145,31-Dec-14,"128,755","7,642",1.53
4886,5145,31-Dec-13,"207,599","12,482",2.49
4887,5145,31-Dec-12,"121,764","-9,994",-1.99
4888,5145,31-Dec-11,"201,857","17,623",3.53
4889,5163,30-Jun-19,"32,667",-153,-0.19
4890,5163,30-Jun-18,"70,728","-4,934",-6.19
4891,5163,30-Jun-17,"91,050","4,872",6.11
4892,5163,30-Jun-16,"32,324","-17,407",-21.84
4893,5163,31-Dec-15,"114,359","-18,971",-23.81
4894,5163,31-Dec-14,"121,959","-5,749",-7.21
4895,5163,31-Dec-13,"105,799","6,248",7.84
4896,5163,31-Dec-12,"101,993","7,058",7.96
4897,7053,31-Mar-19,"73,461","-3,078",-3.82
4898,7053,31-Mar-18,"93,833",902,1.89
4899,7053,31-Mar-17,"87,870",-855,-1.65
4900,7053,31-Mar-16,"82,001","11,336",22.1
4901,7053,31-Mar-15,"87,829",406,0.78
4902,7053,31-Mar-14,"84,134",297,0.62
4903,7053,31-Mar-13,"94,181","-1,993",-4.62
4904,7053,31-Mar-12,"130,001","-10,935",-26.5
4905,9792,31-Dec-18,"252,324","42,156",3.4
4906,9792,31-Dec-17,"256,159","40,182",3.45
4907,9792,31-Dec-16,"260,133","27,111",3.75
4908,9792,31-Dec-15,"253,183","24,046",3.54
4909,9792,31-Dec-14,"242,120","23,364",3.63
4910,9792,31-Dec-13,"236,904","32,978",5.15
4911,9792,31-Dec-12,"284,925","60,343",10.57
4912,9792,31-Dec-11,"278,293","72,314",21.37
4913,5250,31-Dec-18,"2,216,099","51,307",4.56
4914,5250,31-Dec-17,"2,187,102","50,104",4.51
4915,5250,31-Dec-16,"2,103,368","52,174",4.46
4916,5250,31-Dec-15,"2,006,284","55,801",4.56
4917,5250,31-Dec-14,"1,440,690","51,446",4.31
4918,5205,31-Dec-18,"1,705,750","70,089",8.98
4919,5205,31-Dec-17,"1,830,383","86,511",11.16
4920,5205,31-Dec-16,"1,574,610","-257,503",-33.28
4921,5205,31-Dec-15,"1,788,804","55,901",7.22
4922,5205,31-Dec-14,"1,002,809","37,404",4.83
4923,5205,31-Dec-13,"965,050","30,988",4.01
4924,5205,31-Dec-12,"1,021,253","115,362",14.91
4925,5205,31-Dec-11,"1,033,702","115,508",96.07
4926,5279,31-Dec-18,"3,283,174","387,903",26.62
4927,5279,31-Dec-17,"2,712,822","310,024",23.79
4928,5279,31-Dec-16,"1,243,275","144,884",13.62
4929,7180,30-Jun-19,"107,764","5,981",2.49
4930,7180,30-Jun-18,"172,995","8,944",6.22
4931,7180,30-Jun-17,"130,343","1,404",0.82
4932,7180,30-Jun-16,"105,164","1,335",1.12
4933,7180,30-Jun-15,"109,472","2,153",1.8
4934,7180,30-Jun-14,"90,749",85,0.07
4935,7180,30-Jun-13,"104,424","-3,918",-3.27
4936,7180,30-Jun-12,"72,096","-4,849",-4.04
4937,7165,30-Jun-19,"5,085","-3,067",-1.55
4938,7165,30-Jun-18,"9,483","-5,690",-2.97
4939,7165,30-Jun-17,"13,844","-6,928",-4.81
4940,7165,30-Jun-16,"27,605","-1,922",-1.6
4941,7165,30-Jun-15,"22,986","-1,363",-1.09
4942,7165,30-Jun-14,"18,348","-15,450",-10
4943,7165,31-Dec-13,"9,832","-15,524",-16.34
4944,7165,31-Dec-12,"135,386",28,0.17
4945,5517,31-Dec-18,"550,848","70,554",16.04
4946,5517,31-Dec-17,"550,565","72,198",16.41
4947,5517,31-Dec-16,"508,559","79,243",18
4948,5517,31-Dec-15,"500,253","129,686",29.47
4949,5517,31-Dec-14,"513,679","79,340",18.03
4950,5517,31-Dec-13,"511,225","130,367",29.63
4951,5517,31-Dec-12,"469,572","67,329",15.3
4952,5517,31-Dec-11,"429,731","60,564",13.76
4953,4316,31-Dec-18,"32,537","-6,295",-5.01
4954,4316,31-Dec-17,"20,390",-866,-0.79
4955,4316,31-Dec-16,"14,890","2,610",2.27
4956,4316,31-Dec-15,"14,784","-5,972",-5.2
4957,4316,31-Dec-14,"19,017","-3,409",-3.01
4958,4316,31-Dec-13,"17,558",463,0.41
4959,4316,31-Dec-12,"23,240","2,661",2.38
4960,4316,31-Dec-11,"69,397","14,953",13.46
4961,7412,30-Jun-19,"58,207","-3,049",-6.1
4962,7412,30-Jun-18,"119,082","-9,548",-19.09
4963,7412,30-Jun-17,"113,423","5,259",10.51
4964,7412,30-Jun-16,"111,828","11,793",23.59
4965,7412,30-Jun-15,"104,789","6,583",13.17
4966,7412,30-Jun-14,"105,392","8,233",16.47
4967,7412,30-Jun-13,"91,575","1,548",3.09
4968,7412,30-Jun-12,"95,234","-2,827",-5.66
4969,6017,31-Mar-19,"139,183","49,968",20.64
4970,6017,31-Mar-18,"180,540","69,722",28.79
4971,6017,31-Mar-17,"203,033","81,982",33.86
4972,6017,31-Mar-16,"230,521","84,540",34.91
4973,6017,31-Mar-15,"230,296","104,569",43.19
4974,6017,31-Mar-14,"204,930","55,819",23.05
4975,6017,31-Mar-13,"182,114","34,475",14.24
4976,6017,31-Mar-12,"77,923","18,372",7.58
4977,5181,31-Dec-18,"78,576","4,991",2.67
4978,5181,31-Dec-17,"76,018","4,232",2.26
4979,5181,31-Dec-16,"75,830","5,966",3.18
4980,5181,31-Dec-15,"75,704","6,396",3.42
4981,5181,31-Dec-14,"65,364","10,122",6.68
4982,5181,31-Dec-13,"63,109","2,665",1.77
4983,5181,31-Dec-12,"62,131","3,338",2.22
4984,5181,31-Dec-11,"54,361","2,435",1.63
4985,7246,30-Jun-19,"81,719","1,795",0.8
4986,7246,30-Jun-18,"225,980","6,481",2.8
4987,7246,30-Jun-17,"205,215","20,310",8.7
4988,7246,30-Jun-16,"198,065","47,747",26.4
4989,7246,30-Jun-15,"272,927","36,106",30.2
4990,7246,30-Jun-14,"175,383","17,837",15
4991,7246,30-Jun-13,"120,507","4,260",3.8
4992,7246,30-Jun-12,"96,727","5,293",4.4
4993,4197,30-Jun-19,"18,268,000","542,000",8
4994,4197,30-Jun-18,"33,828,000","1,919,000",28.2
4995,4197,30-Jun-17,"43,084,000","2,357,000",35.4
4996,4197,30-Jun-16,"43,962,810","2,402,165",38.16
4997,4197,30-Jun-15,"43,728,677","2,312,802",37.61
4998,4197,30-Jun-14,"44,446,809","3,352,728",55.52
4999,4197,30-Jun-13,"46,955,199","3,700,648",61.58
5000,4197,30-Jun-12,"47,602,295","4,150,156",69.06
5001,5285,31-Dec-18,"6,543,000","244,000",3.6
5002,5285,30-Jun-18,"14,369,000","1,727,000",180.2
5003,5288,31-Dec-18,"1,269,145","-318,700",-4.7
5004,5288,30-Jun-18,"2,308,810","640,008",45.9
5005,8532,30-Jun-19,"58,468",764,0.19
5006,8532,30-Jun-18,"109,041","4,108",0.62
5007,8532,31-Dec-17,"108,455","-3,948",-0.47
5008,8532,31-Dec-16,"172,144","2,031",0.12
5009,8532,31-Dec-15,"185,620","2,083",0.11
5010,8532,31-Dec-14,"159,841","2,749",0.14
5011,8532,31-Dec-13,"172,358","2,068",0.1
5012,8532,31-Dec-12,"163,620","4,833",0.24
5013,9431,31-Dec-18,"17,572",-765,-1.9
5014,9431,31-Dec-17,"18,080",-77,-0.19
5015,9431,31-Dec-16,"18,032",536,1.33
5016,9431,31-Dec-15,"20,763","1,357",3.34
5017,9431,31-Dec-14,"20,845","1,384",3.42
5018,9431,31-Dec-13,"27,281","3,142",7.75
5019,9431,31-Dec-12,"26,659","3,024",7.46
5020,9431,31-Dec-11,"26,437","1,654",4.08
5021,7115,30-Jun-19,"37,378","2,550",6.37
5022,7115,30-Jun-18,"64,279","1,974",4.94
5023,7115,30-Jun-17,"69,072","2,271",5.67
5024,7115,30-Jun-16,"55,773",-423,-1.05
5025,7115,30-Jun-15,"51,055",-514,-1.29
5026,7115,30-Jun-14,"55,043",-222,-0.55
5027,7115,30-Jun-13,"52,405","-2,056",-5.13
5028,7115,30-Jun-12,"62,060","1,315",3.28
5029,7155,31-Mar-19,"1,307,787","77,104",6.18
5030,7155,31-Mar-18,"2,104,507","127,082",10.35
5031,7155,31-Mar-17,"1,943,564","104,514",8.91
5032,7155,31-Mar-16,"1,051,027","82,145",7.51
5033,7155,31-Mar-15,"616,550","42,024",4.67
5034,7155,31-Mar-14,"425,517","30,080",3.35
5035,7155,31-Mar-13,"422,487","40,606",4.5
5036,7155,31-Mar-12,"419,096","38,237",6.39
5037,7248,31-Dec-18,"188,069","25,253",7.96
5038,7248,31-Dec-17,"180,132","11,647",7.3
5039,7248,31-Dec-16,"168,697","28,553",10.28
5040,7248,31-Dec-15,"172,432","27,286",11.02
5041,7248,31-Dec-14,"174,444","12,127",4.91
5042,7248,31-Dec-13,"161,844","11,241",4.54
5043,7248,31-Dec-12,"151,207","9,442",3.81
5044,7248,31-Dec-11,"148,962","7,300",2.94
5045,9776,31-Dec-18,"182,011","-38,625",-35.84
5046,9776,31-Dec-17,"299,530","15,631",25.59
5047,9776,31-Dec-16,"269,946","11,645",19.07
5048,9776,31-Dec-15,"345,925","-16,693",-27.33
5049,9776,31-Dec-14,"418,357","2,245",3.67
5050,9776,31-Dec-13,"470,427","4,250",7.41
5051,9776,31-Dec-12,"361,760","-9,681",-17.43
5052,9776,31-Dec-11,"376,532","9,076",16.34
5053,4375,31-Dec-18,"70,493","4,293",2.04
5054,4375,31-Dec-17,"64,079","28,743",13.69
5055,4375,31-Dec-16,"71,375","2,983",1.42
5056,4375,31-Dec-15,"72,565","-3,953",-1.89
5057,4375,31-Dec-14,"64,703","-9,661",-4.6
5058,4375,31-Dec-13,"77,628","-15,826",-7.84
5059,4375,31-Dec-12,"109,121","-6,355",-3.03
5060,4375,31-Dec-11,"109,515","-5,680",-2.71
5061,7132,31-Dec-18,"127,928","-4,323",-10.26
5062,7132,31-Dec-17,"132,437","-4,831",-11.45
5063,7132,31-Dec-16,"139,778","-2,987",-7.08
5064,7132,31-Dec-15,"143,267",380,0.9
5065,7132,31-Dec-14,"146,743","2,335",5.53
5066,7132,31-Dec-13,"132,951","3,958",9.37
5067,7132,31-Dec-12,"115,664",898,2.13
5068,7132,31-Dec-11,"110,009",-457,-1.08
5069,7943,31-Dec-18,"14,633","-2,820",-4.28
5070,7943,31-Dec-17,"26,075","-3,648",-5.53
5071,7943,31-Dec-16,"45,675",583,0.88
5072,7943,31-Dec-15,"26,998","-4,966",-9.15
5073,7943,31-Dec-14,"23,750","12,744",21.44
5074,7943,31-Dec-13,"25,823","-1,260",-2.11
5075,7943,31-Dec-12,"25,467",-453,-0.76
5076,7943,31-Dec-11,"22,305",112,0.2
5077,5213,30-Sep-19,"73,193","4,100",0.74
5078,5213,30-Sep-18,"293,005","28,066",5
5079,5213,30-Sep-17,"280,415","38,016",7.71
5080,5213,30-Sep-16,"224,224","33,129",6.82
5081,5213,30-Sep-15,"219,625","32,129",6.99
5082,5213,30-Sep-14,"218,444","29,139",6.62
5083,5213,30-Sep-13,"207,512","53,051",12.3
5084,5213,30-Sep-12,"179,295","47,835",17.41
5085,5242,30-Apr-19,"65,355",851,0.21
5086,5242,30-Apr-18,"129,415","2,661",1.09
5087,5242,30-Apr-17,"125,447","4,911",2.96
5088,5242,30-Apr-16,"120,922","5,708",3.49
5089,5242,30-Apr-15,"133,282","9,518",6.35
5090,5242,30-Apr-14,"118,081","7,455",5.32
5091,5126,31-Dec-18,"3,532,890","61,300",10.75
5092,5126,31-Dec-17,"4,911,725","239,253",41.93
5093,5126,31-Dec-16,"4,302,506","130,048",29.07
5094,5126,31-Dec-15,"3,642,385","84,938",19.29
5095,5126,31-Dec-14,"2,852,761","112,758",25.69
5096,5126,31-Dec-13,"1,704,411","98,127",22.18
5097,5126,31-Dec-12,"1,307,715","170,013",36.5
5098,5126,31-Dec-11,"1,166,292","242,948",56.06
5099,1783,31-Oct-19,"48,038","23,035",6.7
5100,1783,31-Oct-18,"153,284","-2,096",-0.61
5101,1783,31-Oct-17,"140,165","92,599",26.95
5102,1783,31-Oct-16,"121,824","67,362",19.6
5103,1783,31-Oct-15,"99,092","593,680",172.77
5104,1783,31-Oct-14,"117,849","199,207",57.98
5105,1783,31-Oct-13,"239,497","95,337",27.74
5106,1783,31-Oct-12,"224,422","69,045",20.09
5107,7103,31-Dec-18,"347,684","24,225",11.54
5108,7103,31-Dec-17,"313,849","25,478",13.92
5109,7103,31-Dec-16,"185,943","12,507",7.58
5110,7103,31-May-16,"288,226","28,457",19.53
5111,7103,31-May-15,"253,667","22,807",16.54
5112,7103,31-May-14,"238,750","21,566",16.26
5113,7103,31-May-13,"201,935","19,233",14.69
5114,7103,31-May-12,"178,209","10,586",8.09
5115,8664,31-Dec-18,"3,593,589","670,959",15.71
5116,8664,31-Dec-17,"4,032,249","774,294",23.75
5117,8664,31-Dec-16,"4,957,165","808,030",29.36
5118,8664,31-Dec-15,"4,190,074","589,745",22.68
5119,8664,31-Oct-15,"2,556,269","328,513",12.93
5120,8664,31-Oct-14,"3,810,102","405,676",16.27
5121,8664,31-Oct-13,"3,060,528","417,858",17.93
5122,8664,31-Oct-12,"2,526,595","393,816",20.41
5123,5665,30-Jun-19,"1,738,543","-42,626",-9.83
5124,5665,30-Jun-18,"3,698,191","210,847",48.78
5125,5665,30-Jun-17,"2,638,142","93,295",22.11
5126,5665,30-Jun-16,"2,400,495","-221,152",-52.72
5127,5665,30-Jun-15,"2,529,606","-117,581",-28.1
5128,5665,30-Jun-14,"2,813,500","18,952",4.5
5129,5665,30-Jun-13,"2,832,424","42,177",10.1
5130,5665,30-Jun-12,"3,296,270","8,747",2.1
5131,6084,31-Dec-18,"392,680","5,263",0.7
5132,6084,31-Dec-17,"569,710","90,294",12.24
5133,6084,31-Dec-16,"932,115","109,911",14.89
5134,6084,31-Dec-15,"1,019,020","132,956",18.01
5135,6084,31-Dec-14,"1,013,737","111,416",15.1
5136,6084,31-Dec-13,"1,025,329","142,876",19.36
5137,6084,31-Dec-12,"1,079,907","208,099",28.17
5138,6084,31-Dec-11,"1,067,668","186,665",25.27
5139,7143,30-Sep-19,"11,469",-385,-0.43
5140,7143,30-Sep-18,"42,141","-5,264",-5.86
5141,7143,30-Sep-17,"55,100","-4,718",-5.24
5142,7143,30-Sep-16,"72,411","-9,988",-11.12
5143,7143,30-Sep-15,"75,479","-8,444",-5.69
5144,7143,30-Sep-14,"80,932","-3,112",-6.84
5145,7143,30-Sep-13,"67,051","-4,572",-10.89
5146,7143,30-Sep-12,"33,287",104,0.25
5147,6904,31-Jul-19,"86,914",120,0.06
5148,6904,31-Jul-18,"322,187","-19,580",-10.4
5149,6904,31-Jul-17,"498,700","-16,752",-8.91
5150,6904,31-Jul-16,"553,775","-38,396",-20.41
5151,6904,31-Jul-15,"753,947","2,563",1.36
5152,6904,31-Jul-14,"887,174","38,748",20.78
5153,6904,31-Jul-13,"778,258","15,919",8.46
5154,6904,31-Jul-12,"665,845","33,709",17.91
5155,7207,30-Jun-19,"169,950","11,599",4.9
5156,7207,30-Jun-18,"325,091","7,337",5.97
5157,7207,30-Jun-17,"395,870","47,343",40.4
5158,7207,30-Jun-16,"175,422","7,698",6.65
5159,7207,31-Dec-15,"396,518","27,024",23.27
5160,7207,31-Dec-14,"371,466","24,442",20.95
5161,7207,31-Dec-13,"322,930","28,636",24.96
5162,7207,31-Dec-12,"300,204","28,744",25.04
5163,9865,31-May-19,"198,238","1,892",3.3
5164,9865,31-May-18,"416,189","12,532",21.88
5165,9865,31-May-17,"397,261","9,556",16.69
5166,9865,31-May-16,"375,835","7,763",13.55
5167,9865,31-May-15,"399,036","10,124",17.66
5168,9865,31-May-14,"374,575","19,082",33.29
5169,9865,31-May-13,"372,335","13,611",23.74
