,Code,EPS,DPS,NTA,Revenue,Profit/Loss,NQuarter,Quarter Date,Financial Date,Announced,Net
256,2488,5,0,1.9,"381,566k","77,253k",4,31/3/2010,31/3/2010,31/5/2010,8512.40%
257,2488,6.5,5.1,1.91,"394,428k","99,912k",3,31/12/2009,31/3/2010,11/2/2010,102.90%
258,2488,5.1,0,1.85,"370,448k","78,038k",2,30/9/2009,31/3/2010,25/11/2009,42.80%
259,2488,3,1.3,1.81,"387,894k","46,221k",1,30/6/2009,31/3/2010,17/8/2009,62.80%
260,2488,0.1,0,1.78,"398,382k",897k,4,31/3/2009,31/3/2009,17/6/2009,98.90%
261,2488,3.2,3.75,1.81,"412,079k","49,231k",3,31/12/2008,31/3/2009,24/2/2009,51.80%
262,2488,3.55,0,1.76,"404,428k","54,644k",2,30/9/2008,31/3/2009,27/11/2008,46.50%
263,2488,8.09,2.5,1.74,"421,472k","124,349k",1,30/6/2008,31/3/2009,8/8/2008,30.70%
264,2488,5.21,0,1.67,"415,427k","80,506k",4,31/3/2008,31/3/2008,26/5/2008,45.80%
265,2488,6.59,4.5,1.68,"403,930k","102,075k",3,31/12/2007,31/3/2008,18/2/2008,94.80%
266,2488,7.06,0,1.62,"364,626k","102,218k",2,30/9/2007,31/3/2008,28/11/2007,356%
267,2488,7.07,1.75,1.58,"403,313k","95,157k",1,30/6/2007,31/3/2008,17/8/2007,140.50%
268,2488,4.7,0,1.6,"374,554k","55,212k",4,31/3/2007,31/3/2007,28/5/2007,576.50%
269,2488,4.48,0,1.56,"376,887k","52,412k",3,31/12/2006,31/3/2007,28/2/2007,308.40%
270,2488,-3.42,0,1.52,"349,532k","-39,928k",2,30/9/2006,31/3/2007,17/11/2006,82.40%
271,2488,3.39,0,1.54,"360,121k","39,562k",1,30/6/2006,31/3/2007,7/8/2006,66.30%
272,2488,-0.99,0,1.49,"331,105k","-11,587k",4,31/3/2006,31/3/2006,30/5/2006,131.90%
273,2488,1.1,0,1.51,"319,835k","12,835k",3,31/12/2005,31/3/2006,17/2/2006,83.10%
274,2488,-19.77,0,1.27,"314,648k","-229,866k",2,30/9/2005,31/3/2006,30/11/2005,539.50%
275,2488,2.31,0,1.46,"333,076k","26,816k",1,30/6/2005,31/3/2006,30/8/2005,49.40%
276,2488,2.72,1,1.42,"370,129k","31,619k",4,31/3/2005,31/3/2005,30/5/2005,39.10%
277,2488,6.72,0,1.45,"346,000k","78,182k",3,31/12/2004,31/3/2005,24/2/2005,21.20%
278,2488,4.49,2,1.39,"362,832k","52,184k",2,30/9/2004,31/3/2005,30/11/2004,44.40%
279,2488,4.56,0,1.37,"364,505k","53,070k",1,30/6/2004,31/3/2005,25/8/2004,7%
280,2488,4.47,2,1.32,"321,402k","51,918k",4,31/3/2004,31/3/2004,26/5/2004,22.80%
281,2488,5.55,0,1.23,"382,065k","64,494k",3,31/12/2003,31/3/2004,27/2/2004,0.70%
282,2488,3.11,0,1.17,"356,273k","36,129k",2,30/9/2003,31/3/2004,27/11/2003,106.80%
283,2488,4.27,0,1.14,"370,004k","49,611k",1,30/6/2003,31/3/2004,27/8/2003,228.40%
284,2488,6.59,2,1.09,"372,471k","65,133k",4,31/3/2003,31/3/2003,29/5/2003,609.20%
285,2488,7.41,0,1.0336,"266,918k","64,975k",3,31/12/2002,31/3/2003,27/2/2003,79.10%
286,2488,2.29,0,0.9746,"347,407k","17,468k",2,30/9/2002,31/3/2003,27/11/2002,633.90%
287,7131,0.61,0,0.3172,"7,585k","1,271k",3,31/12/2018,31/3/2019,18/2/2019,42.20%
288,7131,0.5,0,0.3117,"8,551k","1,049k",2,30/9/2018,31/3/2019,19/11/2018,38%
289,7131,0.3,0,0.3071,"6,136k",631k,1,30/6/2018,31/3/2019,20/8/2018,194.30%
290,7131,-0.06,0,0.3032,"7,913k",-130k,4,31/3/2018,31/3/2018,30/7/2018,103.80%
291,7131,1.05,0,0.3041,"11,267k","2,199k",3,31/12/2017,31/3/2018,26/2/2018,2570.80%
292,7131,0.81,0,0.2936,"4,687k","1,691k",2,30/9/2017,31/3/2018,29/11/2017,135%
293,7131,-0.32,0,0.2856,"3,864k",-669k,1,30/6/2017,31/3/2018,25/8/2017,236.50%
294,7131,1.61,0,0.2888,"17,792k","3,384k",4,31/3/2017,31/3/2017,30/5/2017,109.40%
295,7131,-0.04,0,0.2705,"7,503k",-89k,3,31/12/2016,31/3/2017,21/2/2017,106.10%
296,7131,-2.31,0,0.271,"9,405k","-4,836k",2,30/9/2016,31/3/2017,24/11/2016,1050.10%
297,7131,0.23,0,0.2941,"9,893k",490k,1,30/6/2016,31/3/2017,26/8/2016,209.60%
298,7131,0.73,0,0.2914,"29,509k","1,539k",4,31/3/2016,31/3/2016,26/5/2016,69.80%
299,7131,0.69,0,0.2845,"22,198k","1,452k",3,31/12/2015,31/3/2016,26/2/2016,21.50%
300,7131,0.24,0,0.2775,"12,384k",509k,2,30/9/2015,31/3/2016,25/11/2015,57.80%
301,7131,-0.21,0,0.2751,"14,338k",-447k,1,30/6/2015,31/3/2016,26/8/2015,202.10%
302,7131,2.43,0,0.2789,"33,414k","5,099k",4,31/3/2015,31/3/2015,29/5/2015,0%
303,7131,0.57,0,0.2561,"11,219k","1,195k",3,31/12/2014,31/3/2015,12/2/2015,0%
304,7131,0.57,0,0.2504,"12,460k","1,205k",2,30/9/2014,31/3/2015,28/11/2014,0%
305,7131,0.21,0,0.2447,"8,127k",438k,1,30/6/2014,31/3/2015,28/8/2014,0%
306,7131,-0.37,0,0.2427,"7,191k",-771k,-,31/3/2014,31/3/2014,30/5/2014,0%
307,7131,-0.15,0,0.2464,"7,373k",-321k,-,31/1/2014,31/3/2014,27/3/2014,35.70%
308,7131,-0.05,0,0.2479,"3,831k",-103k,3,31/10/2013,31/1/2014,10/12/2013,126.50%
309,7131,0.53,0,0.2484,"5,189k","1,107k",2,31/7/2013,31/1/2014,26/9/2013,90.90%
310,7131,-0.2,0,0.2431,"2,581k",-411k,1,30/4/2013,31/1/2014,26/6/2013,217.10%
311,7131,-0.2,0,0.2456,"7,332k",-416k,4,31/1/2013,31/1/2013,28/3/2013,92.20%
312,7131,0.19,0,0.2476,"8,246k",389k,3,31/10/2012,31/1/2013,27/12/2012,138.10%
313,7131,0.28,0,0.2457,"8,717k",580k,2,31/7/2012,31/1/2013,27/9/2012,740.60%
314,7131,0.17,0,0.2429,"7,077k",351k,1,30/4/2012,31/1/2013,28/6/2012,328%
315,7131,-2.58,0,0.241,"6,027k","-5,402k",4,31/1/2012,31/1/2012,29/3/2012,137%
316,7131,-0.49,0,0.2668,"8,773k","-1,021k",3,31/10/2011,31/1/2012,28/12/2011,269.60%
317,7131,0.03,0,0.2716,"16,244k",69k,2,31/7/2011,31/1/2012,30/9/2011,79.50%
318,7131,0.04,0,0.2712,"14,914k",82k,1,30/4/2011,31/1/2012,30/6/2011,94%
319,7131,-1.09,0,0.2707,"12,225k","-2,279k",4,31/1/2011,31/1/2011,31/3/2011,164.10%
320,7131,0.29,0,0.2856,"14,936k",602k,3,31/10/2010,31/1/2011,30/12/2010,60.50%
321,7131,0.15,0,0.331,"15,092k",336k,2,31/7/2010,31/1/2011,30/9/2010,63.20%
322,7131,0.63,0,0.3295,"12,825k","1,376k",1,30/4/2010,31/1/2011,30/6/2010,47.90%
323,7131,-0.39,0,0.323,"17,377k",-863k,4,31/1/2010,31/1/2010,31/3/2010,108.90%
324,7131,0.7,0,0.327,"18,908k","1,524k",3,31/10/2009,31/1/2010,22/12/2009,35.20%
325,7131,0.42,0,0.32,"13,250k",914k,2,31/7/2009,31/1/2010,29/9/2009,255.60%
326,7131,1.21,0,0.3158,"15,182k","2,639k",1,30/4/2009,31/1/2010,22/6/2009,234.10%
327,7131,4.45,0,0.3047,"9,561k","9,704k",4,31/1/2009,31/1/2009,30/3/2009,0%
328,7131,1.08,0,0.2602,"31,125k","2,352k",3,31/10/2008,31/1/2009,31/12/2008,0%
329,7131,0.12,0,0.2496,"28,026k",257k,2,31/7/2008,31/1/2009,24/9/2008,0%
330,7131,0.39,0,0.2484,"22,056k",790k,1,30/4/2008,31/1/2009,25/6/2008,0%
331,7131,0.51,0,0.2522,"13,273k","1,017k",-,31/3/2008,31/1/2009,30/5/2008,0%
332,7131,0.01,0,1.12,"14,508k",3k,1,31/12/2007,30/9/2008,26/2/2008,97.30%
333,7131,0.43,0,1.12,"13,779k",170k,4,30/9/2007,30/9/2007,29/11/2007,103.80%
334,7131,0.27,0,1.12,"14,447k",106k,3,30/6/2007,30/9/2007,23/8/2007,102%
335,7131,-0.02,0,1.12,"10,960k",-8k,2,31/3/2007,30/9/2007,24/5/2007,98.70%
336,7131,0.28,0,1.12,"14,732k",113k,1,31/12/2006,30/9/2007,22/2/2007,140.40%
337,7131,-11.21,0,1.11,"15,235k","-4,483k",4,30/9/2006,30/9/2006,22/11/2006,750.70%
338,7131,-13.03,0,1.23,"15,440k","-5,210k",3,30/6/2006,30/9/2006,12/9/2006,694.20%
339,7131,-1.55,0,1.36,"12,483k",-621k,2,31/3/2006,30/9/2006,25/5/2006,1085.70%
340,7131,0.12,0,1.37,"19,239k",47k,1,31/12/2005,30/9/2006,21/2/2006,80.80%
341,7131,1.72,0,1.37,"15,880k",689k,4,30/9/2005,30/9/2005,23/11/2005,68.90%
342,7131,-1.64,0,1.35,"12,046k",-656k,3,30/6/2005,30/9/2005,30/8/2005,3.40%
343,7131,0.16,0,1.37,"9,114k",63k,2,31/3/2005,30/9/2005,25/5/2005,73.50%
344,7131,0.07,0,1.42,"11,071k",26k,1,31/12/2004,30/9/2005,19/1/2005,97.40%
345,7131,5.55,0,1.42,"11,707k","2,218k",4,30/9/2004,30/9/2004,25/11/2004,3.30%
346,7131,-1.7,0,1.36,"8,845k",-679k,3,30/6/2004,30/9/2004,26/8/2004,252.20%
347,7131,0.6,0,1.38,"9,399k",238k,2,31/3/2004,30/9/2004,26/5/2004,138.50%
348,7131,2.55,0,1.42,"13,394k","1,018k",1,31/12/2003,30/9/2004,15/1/2004,8.50%
349,7131,5.37,0,1.4,"12,181k","2,147k",4,30/9/2003,30/9/2003,20/11/2003,27.20%
350,7131,1.12,0,1.36,"9,352k",446k,3,30/6/2003,30/9/2003,28/8/2003,56.70%
351,7131,-1.54,0,1.35,"8,433k",-618k,2,31/3/2003,30/9/2003,28/5/2003,0%
352,7131,2.78,0,1.43,"11,570k","1,112k",1,31/12/2002,30/9/2003,17/1/2003,0%
353,7131,8.26,5,1.39,"11,366k","2,951k",4,30/9/2002,30/9/2002,26/11/2002,0%
354,7120,-3.2,0,0.52,"6,847k","-5,514k",4,31/12/2018,31/12/2018,28/2/2019,5.40%
355,7120,-0.6,0,0.54,"10,789k","-1,108k",3,30/9/2018,31/12/2018,19/11/2018,61%
356,7120,0.2,0,0.56,"12,543k",416k,2,30/6/2018,31/12/2018,27/8/2018,111.20%
357,7120,-0.8,0,0.55,"6,210k","-1,343k",1,31/3/2018,31/12/2018,30/5/2018,10.60%
358,7120,-3.5,0,0.56,"16,500k","-5,827k",4,31/12/2017,31/12/2017,27/2/2018,422.80%
359,7120,-1.7,0,0.59,"12,920k","-2,844k",3,30/9/2017,31/12/2017,20/11/2017,265.10%
360,7120,-2.2,0,0.61,"8,018k","-3,709k",2,30/6/2017,31/12/2017,28/8/2017,660.30%
361,7120,-0.9,0,0.63,"9,251k","-1,503k",1,31/3/2017,31/12/2017,23/5/2017,27.30%
362,7120,1.1,0,0.64,"49,626k","1,805k",4,31/12/2016,31/12/2016,21/2/2017,36.20%
363,7120,-0.5,0,0.63,"14,751k",-779k,3,30/9/2016,31/12/2016,16/11/2016,112.50%
364,7120,0.4,0,0.63,"32,934k",662k,2,30/6/2016,31/12/2016,11/8/2016,79.80%
365,7120,-0.7,0,0.65,"16,899k","-1,181k",1,31/3/2016,31/12/2016,27/5/2016,10%
366,7120,1.7,0,0.7,"30,931k","2,827k",4,31/12/2015,31/12/2015,29/2/2016,2455.80%
367,7120,3.7,0,0.68,"31,524k","6,221k",3,30/9/2015,31/12/2015,6/11/2015,288.20%
368,7120,1.9,0,0.61,"18,125k","3,277k",2,30/6/2015,31/12/2015,13/8/2015,1597.90%
369,7120,-0.8,0,0.6,"27,825k","-1,312k",1,31/3/2015,31/12/2015,24/4/2015,214.10%
370,7120,-0.1,0,0.6,"30,664k",-120k,4,31/12/2014,31/12/2014,9/2/2015,128%
371,7120,-2,0,0.6,"47,334k","-3,305k",3,30/9/2014,31/12/2014,10/11/2014,1594.90%
372,7120,0.1,0,0.62,"46,098k",193k,2,30/6/2014,31/12/2014,28/8/2014,70.60%
373,7120,0.67,20,0.81,"38,982k","1,149k",1,31/3/2014,31/12/2014,18/4/2014,1695.80%
374,7120,0.2,0,0.82,"56,063k",429k,4,31/12/2013,31/12/2013,21/2/2014,46.90%
375,7120,-0.1,0,0.82,"69,144k",-195k,3,30/9/2013,31/12/2013,15/11/2013,106.30%
376,7120,0.4,0,0.82,"64,910k",656k,2,30/6/2013,31/12/2013,16/8/2013,79.20%
377,7120,-0.04,0,0.82,"46,817k",-72k,1,31/3/2013,31/12/2013,26/4/2013,102%
378,7120,0.1,4,0.85,"64,003k",181k,4,31/12/2012,31/12/2012,22/2/2013,90.50%
379,7120,1.8,0,0.85,"82,225k","3,086k",3,30/9/2012,31/12/2012,9/11/2012,47.60%
380,7120,1.8,0,0.83,"96,992k","3,155k",2,30/6/2012,31/12/2012,15/8/2012,13.50%
381,7120,2.11,0,0.81,"73,623k","3,621k",1,31/3/2012,31/12/2012,25/4/2012,388.70%
382,7120,1.11,5,0.84,"70,747k","1,901k",4,31/12/2011,31/12/2011,24/2/2012,0%
383,7120,3.44,0,0.83,"97,413k","5,891k",3,30/9/2011,31/12/2011,16/11/2011,0%
384,7120,1.62,0,0.8,"73,089k","2,780k",2,30/6/2011,31/12/2011,18/8/2011,0%
385,7120,0.43,0,0.79,"50,068k",741k,1,31/3/2011,31/12/2011,27/4/2011,0%
386,7120,0.39,3.5,0.82,"56,543k",670k,4,31/12/2010,31/12/2010,25/2/2011,80.50%
387,7120,1.12,0,0.82,"72,485k","1,920k",2,30/9/2010,31/3/2011,18/11/2010,60%
388,7120,2.7,0,0.81,"78,160k","4,549k",1,30/6/2010,31/3/2011,30/7/2010,48.80%
389,7120,-0.55,3,0.8,"50,466k",-942k,4,31/3/2010,31/3/2010,19/5/2010,14.70%
390,7120,2.01,0,0.8,"58,732k","3,438k",3,31/12/2009,31/3/2010,5/2/2010,776.80%
391,7120,2.81,2.5,0.81,"67,946k","4,806k",2,30/9/2009,31/3/2010,18/11/2009,21.30%
392,7120,1.79,0,0.78,"55,233k","3,057k",1,30/6/2009,31/3/2010,31/7/2009,18.90%
393,7120,-0.48,4.5,0.81,"36,599k",-821k,4,31/3/2009,31/3/2009,20/5/2009,298.50%
394,7120,-0.29,0,0.82,"56,800k",-508k,3,31/12/2008,31/3/2009,17/2/2009,114.30%
395,7120,3.52,0,0.87,"97,737k","6,107k",2,30/9/2008,31/3/2009,18/11/2008,13.40%
396,7120,2.16,0,0.83,"88,803k","3,769k",1,30/6/2008,31/3/2009,4/8/2008,20.30%
397,7120,-0.12,4.5,0.82,"70,673k",-206k,4,31/3/2008,31/3/2008,20/5/2008,117.40%
398,7120,2.01,3.75,0.87,"78,998k","3,549k",3,31/12/2007,31/3/2008,19/2/2008,17.10%
399,7120,3.99,0,0.85,"104,664k","7,053k",2,30/9/2007,31/3/2008,20/11/2007,8.90%
400,7120,2.68,0,0.86,"85,613k","4,781k",1,30/6/2007,31/3/2008,30/7/2007,11.50%
401,7120,0.68,6,0.84,"63,306k","1,182k",4,31/3/2007,31/3/2007,29/5/2007,43.10%
402,7120,1.75,5,0.87,"75,045k","3,030k",3,31/12/2006,31/3/2007,7/2/2007,9.10%
403,7120,4.53,0,0.86,"100,956k","7,741k",2,30/9/2006,31/3/2007,22/11/2006,18.30%
404,7120,2.93,0,0.86,"75,185k","4,950k",1,30/6/2006,31/3/2007,27/7/2006,5.90%
405,7120,1.3,6,0.83,"61,764k","2,156k",4,31/3/2006,31/3/2006,24/5/2006,33.10%
406,7120,2.01,4.5,0.88,"78,773k","3,334k",3,31/12/2005,31/3/2006,22/2/2006,21%
407,7120,3.98,0,0.87,"88,540k","6,545k",2,30/9/2005,31/3/2006,25/11/2005,4%
408,7120,2.87,0,0.84,"72,851k","4,673k",1,30/6/2005,31/3/2006,28/7/2005,10%
409,7120,2.04,4,0.81,"47,389k","3,222k",4,31/3/2005,31/3/2005,25/5/2005,13325%
410,7120,5.41,3.5,1.67,"46,481k","4,220k",3,31/12/2004,31/3/2005,18/2/2005,4.40%
411,7120,8.07,0,1.69,"68,330k","6,296k",2,30/9/2004,31/3/2005,26/11/2004,63.90%
412,7120,5.45,0,1.6,"65,459k","4,249k",1,30/6/2004,31/3/2005,20/8/2004,27.90%
413,7120,-0.17,8,1.55,"44,848k",-135k,4,31/3/2004,31/3/2004,19/5/2004,800%
414,7120,5.18,5,1.6,"55,680k","4,041k",3,31/12/2003,31/3/2004,26/2/2004,112.70%
415,7120,4.92,0,1.65,"65,768k","3,841k",2,30/9/2003,31/3/2004,28/11/2003,26.90%
416,7120,4.26,0,1.6,"53,703k","3,321k",1,30/6/2003,31/3/2004,21/8/2003,10.40%
417,7120,-0.02,10,1.56,"33,573k",-15k,4,31/3/2003,31/3/2003,29/5/2003,101.40%
418,7120,2.44,0,1.55,"44,303k","1,900k",3,31/12/2002,31/3/2003,26/2/2003,57.70%
419,7120,3.88,0,1.58,"56,413k","3,027k",2,30/9/2002,31/3/2003,26/11/2002,2.50%
420,5281,0.72,0,0.45,"71,585k","2,886k",4,31/12/2018,31/12/2018,27/2/2019,259.40%
421,5281,0.38,1,0.45,"65,780k","1,536k",3,30/9/2018,31/12/2018,22/11/2018,53.60%
422,5281,0.91,0,0.45,"73,734k","3,663k",2,30/6/2018,31/12/2018,29/8/2018,51.10%
423,5281,0.63,0,0.44,"61,761k","2,532k",1,31/3/2018,31/12/2018,28/5/2018,63%
424,5281,0.2,0,0.43,"63,750k",803k,4,31/12/2017,31/12/2017,27/2/2018,0%
425,5281,0.82,0,0.43,"60,902k","3,313k",3,30/9/2017,31/12/2017,28/11/2017,0%
426,5281,2.4,1,0.38,"82,187k","7,495k",2,30/6/2017,31/12/2017,28/8/2017,0%
427,5281,2.2,0,0.36,"59,150k","6,852k",1,31/3/2017,31/12/2017,19/6/2017,0%
428,7191,-17.95,0,0.36,"7,773k","-27,427k",-,31/12/2018,31/12/2018,28/2/2019,0%
429,7191,-0.37,0,0.54,"9,589k",-569k,-,31/10/2018,31/12/2018,26/12/2018,0%
430,7191,0.5,0,0.54,"13,420k",757k,3,31/7/2018,31/10/2018,28/9/2018,2126.50%
431,7191,0.46,0,0.54,"15,360k",702k,2,30/4/2018,31/10/2018,20/6/2018,384.10%
432,7191,0.44,0,0.54,"13,888k",674k,1,31/1/2018,31/10/2018,28/3/2018,252.90%
433,7191,-0.15,0,0.53,"12,155k",-231k,4,31/10/2017,31/10/2017,29/12/2017,249%
434,7191,0.02,0,0.53,"10,520k",34k,3,31/7/2017,31/10/2017,19/9/2017,107.50%
435,7191,0.09,0,0.53,"12,179k",145k,2,30/4/2017,31/10/2017,22/6/2017,208.50%
436,7191,0.13,0,0.53,"9,381k",191k,1,31/1/2017,31/10/2017,28/3/2017,79.60%
437,7191,0.09,0,0.53,"10,568k",141k,4,31/10/2016,31/10/2016,27/12/2016,81.40%
438,7191,-0.3,0,0.53,"7,677k",-455k,3,31/7/2016,31/10/2016,29/9/2016,155.70%
439,7191,0.03,0,0.53,"9,383k",47k,2,30/4/2016,31/10/2016,28/6/2016,93.70%
440,7191,0.61,0,0.53,"12,303k",938k,1,31/1/2016,31/10/2016,29/3/2016,21.20%
441,7191,0.49,0,0.53,"10,047k",756k,4,31/10/2015,31/10/2015,18/12/2015,41.90%
442,7191,0.53,0,0.52,"9,437k",817k,3,31/7/2015,31/10/2015,22/9/2015,40%
443,7191,0.49,0,0.52,"11,238k",742k,2,30/4/2015,31/10/2015,23/6/2015,86%
444,7191,0.51,0,0.51,"11,159k",774k,1,31/1/2015,31/10/2015,17/3/2015,44.80%
445,7191,0.76,0,0.51,"11,700k","1,167k",4,31/10/2014,31/10/2014,23/12/2014,10.20%
446,7191,0.89,0,0.5,"10,091k","1,361k",3,31/7/2014,31/10/2014,25/9/2014,2.40%
447,7191,0.26,0,0.49,"5,901k",399k,2,30/4/2014,31/10/2014,25/6/2014,76%
448,7191,0.92,0,0.49,"7,105k","1,403k",1,31/1/2014,31/10/2014,25/3/2014,99.30%
449,7191,0.85,0,0.48,"5,669k","1,300k",4,31/10/2013,31/10/2013,23/12/2013,88.70%
450,7191,0.87,0,0.43,"7,271k","1,329k",3,31/7/2013,31/10/2013,26/9/2013,74.20%
451,7191,1.09,0,0.6,"10,877k","1,659k",2,30/4/2013,31/10/2013,27/6/2013,73%
452,7191,129.39,0,0.59,"3,553k","197,694k",1,31/1/2013,31/10/2013,27/3/2013,7192.30%
453,7191,7.53,0,1.56,"5,241k","11,506k",4,31/10/2012,31/10/2012,26/12/2012,235.80%
454,7191,3.37,0,1.5,"108,504k","5,156k",3,31/7/2012,31/10/2012,24/9/2012,28.40%
455,7191,4.02,0,1.45,"106,630k","6,146k",2,30/4/2012,31/10/2012,28/6/2012,33.90%
456,7191,1.77,0,1.42,"103,814k","2,711k",1,31/1/2012,31/10/2012,26/3/2012,33.10%
457,7191,-5.53,0,1.42,"115,892k","-8,455k",4,31/10/2011,31/10/2011,30/12/2011,175.80%
458,7191,2.63,0,1.48,"103,577k","4,017k",3,31/7/2011,31/10/2011,28/9/2011,51%
459,7191,3,0,1.5,"104,299k","4,589k",2,30/4/2011,31/10/2011,29/6/2011,28.90%
460,7191,2.65,0,1.42,"106,189k","4,050k",1,31/1/2011,31/10/2011,31/3/2011,56.70%
461,7191,7.72,0.07,1.46,"91,016k","11,802k",4,31/10/2010,31/10/2010,22/12/2010,120.20%
462,7191,5.52,0,1.42,"87,384k","8,198k",3,31/7/2010,31/10/2010,27/9/2010,78.80%
463,7191,4.36,0,1.36,"81,133k","6,450k",2,30/4/2010,31/10/2010,15/6/2010,70.20%
464,7191,6.43,0,1.35,"76,641k","9,353k",1,31/1/2010,31/10/2010,3/3/2010,189.40%
465,7191,3.72,0.04,1.28,"74,752k","5,398k",4,31/10/2009,31/10/2009,22/12/2009,0.70%
466,7191,3.19,0,1.28,"72,699k","4,584k",3,31/7/2009,31/10/2009,15/9/2009,55.60%
467,7191,2.72,0,1.27,"67,266k","3,789k",2,30/4/2009,31/10/2009,30/6/2009,0%
468,7191,2.32,0.03,1.24,"68,154k","3,232k",1,31/1/2009,31/10/2009,27/3/2009,0%
469,7191,4.08,0,1.22,"65,425k","5,683k",4,31/10/2008,31/10/2008,30/12/2008,0%
470,7191,2.12,0,1.18,"62,578k","2,946k",3,31/7/2008,31/10/2008,29/9/2008,0%
471,7191,3.69,0,1.2,"58,455k","5,124k",1,30/4/2008,31/1/2009,26/6/2008,21.70%
472,7191,4.22,4.4,1.17,"62,628k","5,859k",4,31/1/2008,31/1/2008,28/3/2008,25.10%
473,7191,3.9,0,1.07,"65,761k","5,043k",3,31/10/2007,31/1/2008,18/12/2007,138.40%
474,7191,3.92,0,1.03,"51,051k","5,033k",2,31/7/2007,31/1/2008,20/9/2007,88%
475,7191,3.34,0,1.02,"45,461k","4,210k",1,30/4/2007,31/1/2008,27/6/2007,19.90%
476,7191,4.55,0,0.99,"47,915k","5,727k",4,31/1/2007,31/1/2007,28/3/2007,40.60%
477,7191,2.03,0,0.96,"45,956k","2,562k",3,31/10/2006,31/1/2007,26/12/2006,20.20%
478,7191,0.74,0,0.94,"39,406k","3,120k",2,31/7/2006,31/1/2007,16/10/2006,3%
479,7191,0.86,0,0.26,"40,245k","3,880k",1,30/4/2006,31/1/2007,1/6/2006,6.10%
480,7191,0.91,0,0.23,"27,520k","4,074k",4,31/1/2006,31/1/2006,6/4/2006,19%
481,7191,0.47,0.3,0.24,"29,446k","2,131k",3,31/10/2005,31/1/2006,16/12/2005,5.60%
482,7191,0.72,0,0.24,"36,101k","3,218k",2,31/7/2005,31/1/2006,29/9/2005,3.80%
483,7191,0.9,0,0.23,"33,017k","4,053k",1,30/4/2005,31/1/2006,23/6/2005,299.30%
484,7191,1.24,0,0.2228,"32,257k","4,877k",4,31/1/2005,31/1/2005,25/3/2005,0%
485,7191,0.66,0.3,0.2138,"31,037k","2,257k",3,31/10/2004,31/1/2005,23/12/2004,0%
486,7191,1.06,0.3,0.21,"29,564k","3,100k",2,31/7/2004,31/1/2005,27/9/2004,0%
487,7191,1.17,0,0.138,"9,688k","1,015k",1,30/4/2004,31/1/2005,24/6/2004,0%
488,9148,-0.3,4,1.56,"6,439k",-58k,4,31/12/2018,31/12/2018,28/2/2019,134.70%
489,9148,1.13,0,1.6,"5,939k",216k,3,30/9/2018,31/12/2018,28/11/2018,54.80%
490,9148,1.91,4,1.58,"6,180k",366k,2,30/6/2018,31/12/2018,29/8/2018,1.30%
491,9148,2.72,0,1.61,"6,860k",520k,1,31/3/2018,31/12/2018,21/6/2018,227%
492,9148,0.87,6,1.58,"6,396k",167k,4,31/12/2017,31/12/2017,28/2/2018,74.80%
493,9148,2.5,0,1.63,"6,682k",478k,3,30/9/2017,31/12/2017,28/11/2017,18.30%
494,9148,1.94,6,1.6,"6,765k",371k,2,30/6/2017,31/12/2017,29/8/2017,58.50%
495,9148,0.83,0,1.65,"5,063k",159k,1,31/3/2017,31/12/2017,30/5/2017,78.50%
496,9148,3.47,6,1.64,"6,408k",663k,4,31/12/2016,31/12/2016,27/2/2017,65.80%
497,9148,3.06,0,1.66,"6,236k",585k,3,30/9/2016,31/12/2016,29/11/2016,17.60%
498,9148,4.67,6,1.63,"7,467k",892k,2,30/6/2016,31/12/2016,24/8/2016,7.60%
499,9148,3.86,0,1.64,"7,043k",738k,1,31/3/2016,31/12/2016,19/5/2016,3.10%
500,9148,2.09,6,1.61,"5,720k",400k,4,31/12/2015,31/12/2015,25/2/2016,9.90%
501,9148,3.71,0,1.65,"6,428k",710k,3,30/9/2015,31/12/2015,25/11/2015,36%
502,9148,5.05,6,1.61,"7,576k",965k,2,30/6/2015,31/12/2015,26/8/2015,114.90%
503,9148,3.75,0,1.62,"6,300k",716k,1,31/3/2015,31/12/2015,28/4/2015,18.70%
504,9148,2.32,4,1.58,"5,566k",444k,4,31/12/2014,31/12/2014,26/2/2015,21.70%
505,9148,2.73,0,1.6,"6,078k",522k,3,30/9/2014,31/12/2014,26/11/2014,13.10%
506,9148,2.35,8,1.57,"6,503k",449k,2,30/6/2014,31/12/2014,27/8/2014,43.70%
507,9148,3.15,0,1.63,"6,463k",603k,1,31/3/2014,31/12/2014,28/4/2014,30%
508,9148,2.96,4,1.59,"5,917k",567k,4,31/12/2013,31/12/2013,26/2/2014,92.20%
509,9148,3.14,0,1.61,"5,847k",601k,3,30/9/2013,31/12/2013,13/11/2013,4.10%
510,9148,4.16,10,1.57,"6,558k",798k,2,30/6/2013,31/12/2013,28/8/2013,20%
511,9148,4.49,0,1.61,"6,561k",861k,1,31/3/2013,31/12/2013,25/4/2013,18.90%
512,9148,1.54,4,1.56,"5,062k",295k,4,31/12/2012,31/12/2012,26/2/2013,49.10%
513,9148,3.26,0,1.58,"5,583k",627k,3,30/9/2012,31/12/2012,27/11/2012,22.90%
514,9148,5.19,10,1.54,"6,883k",997k,2,30/6/2012,31/12/2012,28/8/2012,82.60%
515,9148,3.76,0,1.57,"5,892k",724k,1,31/3/2012,31/12/2012,27/4/2012,4.70%
516,9148,2.99,4,1.53,"5,595k",579k,4,31/12/2011,31/12/2011,23/2/2012,404.70%
