,Code,EPS,DPS,NTA,Revenue,Profit/Loss,NQuarter,Quarter Date,Financial Date,Announced,Net
10507,2097,-1.17,0,0.32,"14,210k","-5,225k",1,31/3/2008,31/12/2008,27/5/2008,34.90%
10508,2097,0.1,0,0.33,"8,793k",390k,4,31/12/2007,31/12/2007,28/2/2008,103.50%
10509,2097,-2.06,0,0.33,"21,579k","-9,179k",3,30/9/2007,31/12/2007,27/11/2007,35.60%
10510,2097,-0.71,0,0.3496,"25,750k","-3,155k",2,30/6/2007,31/12/2007,29/8/2007,48.40%
10511,2097,-1.8,0,0.36,"18,198k","-8,026k",1,31/3/2007,31/12/2007,29/5/2007,38.60%
10512,2097,-1.84,0,0.38,"28,407k","-8,240k",4,31/12/2006,31/12/2006,28/2/2007,128.40%
10513,2097,-3.19,0,0.42,"9,177k","-14,243k",3,30/9/2006,31/12/2006,28/11/2006,202.30%
10514,2097,-1.37,0,0.45,"8,946k","-6,118k",2,30/6/2006,31/12/2006,30/8/2006,353.20%
10515,2097,-1.3,0,0.46,"11,660k","-5,792k",1,31/3/2006,31/12/2006,31/5/2006,67.40%
10516,2097,-1.61,0,0.54,"15,646k","-6,640k",1,31/12/2005,31/12/2005,9/3/2006,96.70%
10517,2097,-0.72,0,0.51,"9,380k","-2,978k",3,30/9/2005,31/12/2005,21/11/2005,578.80%
10518,2097,0.46,0,0.52,"17,950k","1,899k",2,30/6/2005,31/12/2005,30/8/2005,26.50%
10519,2097,-0.33,0,0.52,"17,246k","-1,370k",1,31/3/2005,31/12/2005,27/5/2005,211.60%
10520,2097,-48.25,0,0.52,"25,912k","-198,808k",4,31/12/2004,31/12/2004,29/3/2005,239627.70%
10521,2097,0.15,0,0.5,"17,177k",622k,3,30/9/2004,31/12/2004,29/11/2004,67.30%
10522,2097,0.63,0,0.49,"14,466k","2,584k",2,30/6/2004,31/12/2004,27/8/2004,22.90%
10523,2097,0.3,0,0.49,"14,446k","1,228k",1,31/3/2004,31/12/2004,24/5/2004,23.20%
10524,2097,0.03,0,0.48,"16,168k",126k,4,31/12/2003,31/12/2003,27/2/2004,102.50%
10525,2097,0.46,0,0.48,"10,616,927k","1,903,022k",3,30/9/2003,31/12/2003,9/1/2004,0%
10526,2097,0.51,0,0.48,"12,076k","2,103k",2,30/6/2003,31/12/2003,31/7/2003,0%
10527,2097,0.24,0,0.47,"11,407k",997k,1,31/3/2003,31/12/2003,30/5/2003,0%
10528,2097,-0.13,0,-3.544,"5,594k","-23,542k",1,30/9/2002,30/6/2003,28/11/2002,7.70%
10529,5259,-6.63,0,0.45,"218,497k","-33,431k",4,31/12/2018,31/12/2018,28/2/2019,536.40%
10530,5259,1.45,0,0.52,"67,554k","7,301k",3,30/9/2018,31/12/2018,23/11/2018,124.20%
10531,5259,16.5,0,0.5,"69,128k","83,155k",2,30/6/2018,31/12/2018,28/8/2018,326.50%
10532,5259,3.41,0,0.34,"63,821k","17,207k",1,31/3/2018,31/12/2018,14/5/2018,127.80%
10533,5259,1.52,0,0.3,"70,337k","7,661k",4,31/12/2017,31/12/2017,28/2/2018,190.20%
10534,5259,-6,0,0.29,"86,714k","-30,221k",3,30/9/2017,31/12/2017,30/11/2017,339.10%
10535,5259,-7.28,0,0.35,"113,400k","-36,715k",2,30/6/2017,31/12/2017,22/8/2017,401.20%
10536,5259,-12.28,0,0.42,"96,519k","-61,874k",1,31/3/2017,31/12/2017,31/5/2017,617.50%
10537,5259,-4.31,0,0.54,"135,605k","-21,714k",4,31/12/2016,31/12/2016,28/2/2017,150.20%
10538,5259,0.09,0,0.64,"195,268k",469k,3,30/9/2016,31/12/2016,28/11/2016,91.50%
10539,5259,0.96,1,0.66,"137,227k","4,832k",2,30/6/2016,31/12/2016,30/8/2016,68.20%
10540,5259,5,0,0.64,"123,563k","25,191k",1,31/3/2016,31/12/2016,20/5/2016,242%
10541,5259,2.21,0,0.59,"147,883k","11,152k",4,31/12/2015,31/12/2015,29/2/2016,316.30%
10542,5259,1.09,1.25,0.58,"118,997k","5,505k",3,30/9/2015,31/12/2015,24/11/2015,15.10%
10543,5259,3.02,0,0.57,"209,444k","15,206k",2,30/6/2015,31/12/2015,14/8/2015,439.60%
10544,5259,1.46,0,0.55,"72,727k","7,366k",1,31/3/2015,31/12/2015,21/5/2015,92%
10545,5259,0.9,0,0.54,"42,178k","3,724k",4,31/12/2014,31/12/2014,27/2/2015,13.80%
10546,5259,1.23,0,0.5,"37,825k","4,784k",3,30/9/2014,31/12/2014,9/12/2014,41.40%
10547,2143,-0.14,0,0.36,"5,428k",-686k,4,31/12/2018,31/12/2018,14/2/2019,25.40%
10548,2143,0.12,0,0.37,"4,293k",525k,3,30/9/2018,31/12/2018,22/11/2018,20.20%
10549,2143,1.25,0.16,0.37,"4,703k","4,591k",2,30/6/2018,31/12/2018,29/8/2018,2372.80%
10550,2143,0.25,0,0.51,"5,172k",706k,1,31/3/2018,31/12/2018,28/5/2018,26.80%
10551,2143,-0.19,0,0.51,"5,163k",-547k,4,31/12/2017,31/12/2017,21/2/2018,0%
10552,2143,0.23,0,0.51,"5,045k",658k,3,30/9/2017,31/12/2017,22/11/2017,0%
10553,2143,-0.07,0,0.51,"5,018k",-202k,2,30/6/2017,31/12/2017,14/8/2017,0%
10554,2143,0.34,0,0.51,"4,982k",965k,1,31/3/2017,31/12/2017,18/5/2017,0%
10555,2143,-0.36,0,0.5,"3,102k","-1,045k",-,31/12/2016,31/12/2016,16/2/2017,82%
10556,2143,0.3,0,0.5,"4,662k",847k,-,31/10/2016,31/12/2016,8/12/2016,40.70%
10557,2143,2.02,0,0.5,"10,138k","5,798k",2,31/7/2016,31/1/2017,5/9/2016,58.80%
10558,2143,0.15,0,0.48,"4,321k",426k,1,30/4/2016,31/1/2017,29/6/2016,71.60%
10559,2143,-2.03,0,0.48,"2,833k","-5,810k",4,31/1/2016,31/1/2016,30/3/2016,371.90%
10560,2143,0.51,0.12,1.48,"5,846k","1,429k",3,31/10/2015,31/1/2016,10/12/2015,93.30%
10561,2143,5.27,0,1.56,"22,169k","14,058k",2,31/7/2015,31/1/2016,20/8/2015,574.20%
10562,2143,0.56,0,1.61,"5,136k","1,500k",1,30/4/2015,31/1/2016,18/6/2015,41.40%
10563,2143,0.8,0,1.67,"10,816k","2,137k",4,31/1/2015,31/1/2015,19/3/2015,38.10%
10564,2143,8,0,1.7,"25,082k","21,450k",3,31/10/2014,31/1/2015,16/12/2014,335.50%
10565,2143,0.78,0,1.72,"5,639k","2,085k",2,31/7/2014,31/1/2015,18/9/2014,29.20%
10566,2143,0.95,0,1.55,"6,028k","2,558k",1,30/4/2014,31/1/2015,10/6/2014,46.30%
10567,2143,0.58,0,1.42,"7,691k","1,547k",4,31/1/2014,31/1/2014,20/3/2014,102.80%
10568,2143,1.84,0,1.42,"7,638k","4,925k",3,31/10/2013,31/1/2014,22/11/2013,4.40%
10569,2143,0.99,0,1.41,"4,795k","2,659k",2,31/7/2013,31/1/2014,19/9/2013,1.20%
10570,2143,0.67,0,1.33,"7,395k","2,941k",1,30/4/2013,31/1/2014,18/6/2013,51.30%
10571,2143,-6.77,0,1.1,"37,545k","-56,008k",4,31/1/2013,31/1/2013,20/3/2013,5233.60%
10572,2143,0.63,0,1.22,"43,528k","5,154k",3,31/10/2012,31/1/2013,18/12/2012,197.90%
10573,2143,0.32,0,1.21,"38,570k","2,691k",2,31/7/2012,31/1/2013,28/9/2012,79.70%
10574,2143,0.73,0,1.22,"45,766k","6,035k",1,30/4/2012,31/1/2013,20/6/2012,56.50%
10575,2143,0.11,2.4,1.23,"40,181k",898k,4,31/1/2012,31/1/2012,28/3/2012,98%
10576,2143,0.21,0,1.21,"45,653k","1,715k",3,31/10/2011,31/1/2012,14/12/2011,75.70%
10577,2143,1.79,0,1.21,"45,864k","14,621k",2,31/7/2011,31/1/2012,22/9/2011,189.10%
10578,2143,1.76,0,1.25,"46,589k","14,320k",1,30/4/2011,31/1/2012,10/6/2011,97.50%
10579,2143,5.61,4.25,1.21,"105,841k","45,842k",4,31/1/2011,31/1/2011,29/3/2011,249.20%
10580,2143,0.86,0,1.19,"42,420k","7,061k",3,31/10/2010,31/1/2011,15/12/2010,3.80%
10581,2143,0.62,0,1.16,"32,485k","5,057k",2,31/7/2010,31/1/2011,28/9/2010,67.20%
10582,2143,0.9,2.3,1.2,"33,893k","7,251k",1,30/4/2010,31/1/2011,9/6/2010,46.80%
10583,2143,1.6,1.31,1.19,"46,798k","13,126k",4,31/1/2010,31/1/2010,29/3/2010,469.50%
10584,2143,0.9,0,1.16,"29,758k","7,337k",3,31/10/2009,31/1/2010,7/12/2009,360.90%
10585,2143,1.88,0,1.14,"34,171k","15,407k",2,31/7/2009,31/1/2010,28/9/2009,470.60%
10586,2143,0.6,0,1.11,"23,236k","4,941k",1,30/4/2009,31/1/2010,16/6/2009,56%
10587,2143,-0.43,2,1.09,"16,236k","-3,552k",4,31/1/2009,31/1/2009,31/3/2009,131.70%
10588,2143,0.19,0,1.1,"20,300k","1,592k",3,31/10/2008,31/1/2009,22/12/2008,90.30%
10589,2143,-0.5,0,1.11,"12,100k","-4,157k",2,31/7/2008,31/1/2009,29/9/2008,117.30%
10590,2143,1.35,0,1.15,"25,546k","11,221k",1,30/4/2008,31/1/2009,26/6/2008,63.60%
10591,2143,1.64,3,1.13,"66,849k","13,633k",4,31/1/2008,31/1/2008,12/3/2008,9.10%
10592,2143,1.99,0,1.1112,"32,147k","16,538k",3,31/10/2007,31/1/2008,13/12/2007,209.60%
10593,2143,2.79,0,1.09,"45,710k","23,205k",2,31/7/2007,31/1/2008,7/9/2007,316.10%
10594,2143,3.73,0,1.07,"60,346k","31,011k",1,30/4/2007,31/1/2008,26/6/2007,111.50%
10595,2143,1.93,1,1.04,"41,488k","16,046k",4,31/1/2007,31/1/2007,30/3/2007,80.40%
10596,2143,-1.82,0,1.03,"30,372k","-15,086k",3,31/10/2006,31/1/2007,12/12/2006,265.20%
10597,2143,0.67,0,1.05,"28,540k","5,577k",2,31/7/2006,31/1/2007,27/9/2006,74.90%
10598,2143,1.76,1,0.9366,"20,485k","14,664k",1,30/4/2006,31/1/2007,14/6/2006,16.80%
10599,2143,1.25,0,0.9261,"16,393k","9,740k",4,31/1/2006,31/1/2006,22/3/2006,56%
10600,2143,1.17,0,0.9136,"20,643k","9,129k",3,31/10/2005,31/1/2006,13/12/2005,78.50%
10601,2143,2.85,0,0.9019,"20,935k","22,230k",2,31/7/2005,31/1/2006,22/9/2005,374.80%
10602,2143,1.62,0,0.8806,"20,165k","12,553k",1,30/4/2005,31/1/2006,27/6/2005,50.60%
10603,2143,1.08,0,0.8518,"24,266k","8,333k",1,31/1/2005,31/1/2005,23/3/2005,102.40%
10604,2143,0.66,0,0.8645,"18,690k","5,114k",3,31/10/2004,31/1/2005,13/12/2004,893%
10605,2143,0.61,0,0.8579,"18,632k","4,682k",2,31/7/2004,31/1/2005,21/9/2004,490.40%
10606,2143,1.08,0,0.8518,"24,266k","8,333k",1,30/4/2004,31/1/2005,23/6/2004,393.20%
10607,2143,-32.48,0,0.8416,"26,664k","-250,851k",4,31/1/2004,31/1/2004,26/3/2004,27315.40%
10608,2143,0.07,0,0.7972,"20,052k",515k,3,31/10/2003,31/1/2004,11/12/2003,64.50%
10609,2143,0.1,0,0.7916,"16,485k",793k,2,31/7/2003,31/1/2004,24/9/2003,341.80%
10610,2143,-0.37,0,0.7856,"9,046k","-2,842k",1,30/4/2003,31/1/2004,30/6/2003,412.30%
10611,2143,-0.21,0,0.7844,"10,817k",-898k,4,31/1/2003,31/1/2003,27/3/2003,96.60%
10612,2143,0.35,0,0.65,"14,389k","1,450k",3,31/10/2002,31/1/2003,18/12/2002,1024%
10613,3557,0.51,0,0.3993,"57,286k","4,064k",2,30/11/2018,31/5/2019,25/1/2019,86.30%
10614,3557,0.58,0,0.3942,"44,718k","4,694k",1,31/8/2018,31/5/2019,26/10/2018,17.50%
10615,3557,1.12,0,0.3735,"60,712k","8,998k",4,31/5/2018,31/5/2018,30/7/2018,8.60%
10616,3557,0.56,0,0.3623,"35,301k","4,479k",3,28/2/2018,31/5/2018,27/4/2018,247.20%
10617,3557,3.43,0,0.3568,"40,434k","27,518k",2,30/11/2017,31/5/2018,30/1/2018,426.20%
10618,3557,0.45,0,0.3225,"44,785k","3,601k",1,31/8/2017,31/5/2018,30/10/2017,171%
10619,3557,0.97,0,0.3174,"65,546k","7,769k",4,31/5/2017,31/5/2017,28/7/2017,1177.80%
10620,3557,0.16,0,0.3077,"32,053k","1,290k",3,28/2/2017,31/5/2017,27/4/2017,14.60%
10621,3557,0.65,0,0.3061,"12,068k","5,230k",2,30/11/2016,31/5/2017,23/1/2017,55.50%
10622,3557,0.17,0,0.2997,"17,538k","1,329k",1,31/8/2016,31/5/2017,26/10/2016,43.20%
10623,3557,0.15,0,0.3012,"43,750k","1,108k",4,31/5/2016,31/5/2016,26/7/2016,76.30%
10624,3557,0.21,0,0.303,"30,463k","1,511k",3,29/2/2016,31/5/2016,26/4/2016,159.20%
10625,3557,1.61,0,0.3009,"23,629k","11,740k",2,30/11/2015,31/5/2016,21/1/2016,7726.70%
10626,3557,0.32,0,0.2848,"23,334k","2,341k",1,31/8/2015,31/5/2016,30/10/2015,227%
10627,3557,0.64,0,0.2817,"42,063k","4,683k",4,31/5/2015,31/5/2015,28/7/2015,220.30%
10628,3557,0.08,0,0.2763,"28,655k",583k,3,28/2/2015,31/5/2015,28/4/2015,93.70%
10629,3557,0.02,0,0.2756,"5,351k",150k,2,30/11/2014,31/5/2015,27/1/2015,95.90%
10630,3557,0.11,0,0.2785,"5,132k",716k,1,31/8/2014,31/5/2015,30/10/2014,96.60%
10631,3557,-0.55,0,0.2778,"6,367k","-3,608k",4,31/5/2014,31/5/2014,23/7/2014,127.80%
10632,3557,1.42,0,0.2834,"5,137k","9,210k",3,28/2/2014,31/5/2014,30/4/2014,403.80%
10633,3557,0.57,0,0.2693,"5,017k","3,701k",2,30/11/2013,31/5/2014,28/1/2014,12.90%
10634,3557,3.24,0,0.2636,"7,928k","21,088k",1,31/8/2013,31/5/2014,25/10/2013,303.70%
10635,3557,1.87,0,0.2298,"10,838k","12,126k",4,31/5/2013,31/5/2013,30/7/2013,44.90%
10636,3557,0.28,0,0.2125,"16,183k","1,828k",3,28/2/2013,31/5/2013,29/4/2013,419%
10637,3557,0.65,0,0.2103,"21,796k","4,250k",2,30/11/2012,31/5/2013,31/1/2013,287.10%
10638,3557,0.8,0,0.2064,"27,147k","5,224k",1,31/8/2012,31/5/2013,24/10/2012,158%
10639,3557,1.15,0,0.1985,"72,780k","7,479k",4,31/5/2012,31/5/2012,31/7/2012,17.80%
10640,3557,-0.09,0,0.1928,"37,727k",-573k,3,29/2/2012,31/5/2012,26/4/2012,107.20%
10641,3557,0.17,0,0.1877,"35,052k","1,098k",2,30/11/2011,31/5/2012,20/1/2012,132.10%
10642,3557,0.31,0,0.1836,"14,924k","2,025k",1,31/8/2011,31/5/2012,25/10/2011,195.30%
10643,3557,1,0,0.1825,"12,071k","4,199k",4,31/5/2011,31/5/2011,8/8/2011,119.20%
10644,3557,1.22,0,0.176,"2,877k","7,956k",3,28/2/2011,31/5/2011,28/4/2011,164.60%
10645,3557,-0.53,0,0.1601,"4,001k","-3,422k",2,30/11/2010,31/5/2011,26/1/2011,8.20%
10646,3557,-0.33,0,0.1617,"6,027k","-2,124k",1,31/8/2010,31/5/2011,27/10/2010,47.30%
10647,3557,-3.36,0,0.1618,"2,693k","-21,871k",4,31/5/2010,31/5/2010,29/7/2010,72.10%
10648,3557,-1.89,0,0.1955,"5,328k","-12,320k",3,28/2/2010,31/5/2010,29/4/2010,176.60%
10649,3557,-0.49,0,0.2092,"6,244k","-3,163k",2,30/11/2009,31/5/2010,28/1/2010,10.50%
10650,3557,-0.62,0,0.2156,"6,807k","-4,027k",1,31/8/2009,31/5/2010,28/10/2009,2.10%
10651,3557,-12.03,0,0.2241,"11,582k","-78,229k",4,31/5/2009,31/5/2009,24/7/2009,90.90%
10652,3557,-0.69,0,0.343,"9,847k","-4,454k",3,28/2/2009,31/5/2009,29/4/2009,0%
10653,3557,-0.54,0,0.3474,"11,756k","-3,533k",2,30/11/2008,31/5/2009,21/1/2009,0%
10654,3557,-0.63,0,0.3517,"10,546k","-4,115k",1,31/8/2008,31/5/2009,30/10/2008,0%
10655,3557,-6.31,0,0.3569,"6,062k","-40,998k",4,31/5/2008,31/5/2008,30/7/2008,0%
10656,3557,-0.31,0,0.4187,"1,844k","-2,018k",3,29/2/2008,31/5/2008,30/4/2008,0%
10657,3557,1.85,0,0.4223,"7,543k","12,007k",2,31/1/2008,31/7/2008,31/3/2008,303.60%
10658,3557,-0.37,0,0.4105,"15,015k","-2,410k",1,31/10/2007,31/7/2008,19/12/2007,32.10%
10659,3557,-3.84,0,0.4143,"28,224k","-24,944k",4,31/7/2007,31/7/2007,27/9/2007,136.10%
10660,3557,-0.41,0,0.452,"21,584k","-2,663k",3,30/4/2007,31/7/2007,29/6/2007,126.10%
10661,3557,-0.91,0,0.4555,"18,752k","-5,898k",2,31/1/2007,31/7/2007,30/3/2007,145.60%
10662,3557,-0.55,0,0.465,"24,235k","-3,547k",1,31/10/2006,31/7/2007,27/12/2006,75.80%
10663,3557,-1.62,0,0.4727,"28,981k","-10,564k",4,31/7/2006,31/7/2006,3/10/2006,93.80%
10664,3557,-0.18,0,0.5242,"6,465k","-1,178k",3,30/4/2006,31/7/2006,5/7/2006,66.10%
10665,3557,-0.37,0,0.5336,"8,300k","-2,401k",2,31/1/2006,31/7/2006,31/3/2006,15.20%
10666,3557,-2.25,0,0.4932,"14,002k","-14,652k",1,31/10/2005,31/7/2006,30/12/2005,195.40%
10667,3557,-26.09,0,0.5171,"20,336k","-169,629k",4,31/7/2005,31/7/2005,30/9/2005,2.50%
10668,3557,-0.53,0,0.7549,"11,069k","-3,478k",3,30/4/2005,31/7/2005,30/6/2005,22.80%
10669,3557,-0.45,0,0.7602,"11,744k","-2,833k",2,31/1/2005,31/7/2005,31/3/2005,507.90%
10670,3557,-0.84,0,0.7416,"15,018k","-4,960k",1,31/10/2004,31/7/2005,31/12/2004,380.20%
10671,3557,-26.8,0,0.7551,"16,628k","-159,099k",4,31/7/2004,31/7/2004,30/9/2004,1805.40%
10672,3557,-0.86,0,1.0275,"11,036k","-4,506k",3,30/4/2004,31/7/2004,29/6/2004,456.20%
10673,3557,-0.1,0,1.1852,"5,616k",-466k,2,31/1/2004,31/7/2004,31/3/2004,87%
10674,3557,0.38,0,1.1872,"11,176k","1,770k",1,31/10/2003,31/7/2004,29/1/2004,83.30%
10675,3557,2.03,0,1.2012,"69,499k","9,329k",4,31/7/2003,31/7/2003,30/9/2003,191.10%
10676,3557,0.28,0,1.2048,"74,714k","1,265k",3,30/4/2003,31/7/2003,27/6/2003,86.30%
10677,3557,-0.8,0,1.2105,"87,308k","-3,580k",2,31/1/2003,31/7/2003,28/3/2003,118.50%
10678,3557,2.49,0,1.232,"54,479k","10,617k",1,31/10/2002,31/7/2003,30/12/2002,2995.30%
10679,59,1.04,0,0.4373,"14,029k","1,690k",2,30/11/2018,31/5/2019,24/1/2019,1.70%
10680,59,0.51,0,0.4275,"9,912k",827k,1,31/8/2018,31/5/2019,25/10/2018,59.60%
10681,59,-4.47,0,0.4224,"10,550k","-7,275k",4,31/5/2018,31/5/2018,25/7/2018,0%
10682,59,0.93,0,0.4678,"11,678k","1,517k",3,28/2/2018,31/5/2018,30/4/2018,0%
10683,59,1.06,0,0.4584,"24,451k","1,719k",2,30/11/2017,31/5/2018,23/1/2018,0%
10684,59,1.26,0,0.4497,"26,390k","2,048k",1,31/8/2017,31/5/2018,19/10/2017,0%
10685,59,0.13,0,0.4369,"1,948k",211k,-,31/5/2017,31/5/2017,20/7/2017,0%
10686,59,0.27,0,0.4356,"2,766k",435k,-,31/3/2017,31/5/2017,23/5/2017,0%
10687,59,-0.73,0,0.4327,"3,085k","-1,186k",-,31/12/2016,31/5/2017,16/2/2017,266.60%
10688,59,-0.78,0,0.4403,"2,072k","-1,269k",-,30/9/2016,31/5/2017,4/11/2016,148.50%
10689,59,-1.1,0.6,0.4482,"1,676k","-1,788k",-,30/6/2016,31/5/2017,25/8/2016,151.30%
10690,59,1.02,0,0.4651,"8,612k","1,652k",-,31/3/2016,31/5/2017,26/5/2016,15.40%
10691,59,0.78,0,0.4584,"9,093k","1,271k",4,31/12/2015,31/12/2015,26/2/2016,139.80%
10692,59,1.61,0,0.4506,"8,526k","2,616k",3,30/9/2015,31/12/2015,12/11/2015,50.30%
10693,59,2.14,0.5,0.4345,"10,177k","3,484k",2,30/6/2015,31/12/2015,19/8/2015,12.30%
10694,59,1.2,0,0.4181,"20,204k","1,952k",1,31/3/2015,31/12/2015,14/5/2015,37.50%
10695,59,0.34,0.5,0.4062,"21,187k",546k,4,31/12/2014,31/12/2014,25/2/2015,20.80%
10696,59,1.07,0,0.4079,"18,406k","1,740k",3,30/9/2014,31/12/2014,17/10/2014,56.70%
10697,59,1.91,0,0.4022,"24,154k","3,103k",2,30/6/2014,31/12/2014,21/8/2014,27%
10698,59,1.92,0.5,0.3831,"19,557k","3,121k",1,31/3/2014,31/12/2014,15/5/2014,4.80%
10699,59,0.28,1.5,0.364,"22,491k",454k,4,31/12/2013,31/12/2013,18/2/2014,83.80%
10700,59,2.47,0,0.3762,"17,865k","4,022k",3,30/9/2013,31/12/2013,12/11/2013,13.40%
10701,59,2.61,0,0.3565,"18,249k","4,252k",2,30/6/2013,31/12/2013,19/8/2013,25.60%
10702,59,1.83,0,0.3304,"14,956k","2,978k",1,31/3/2013,31/12/2013,23/5/2013,11%
10703,59,1.82,0,0.323,"14,868k","2,956k",4,31/12/2012,31/12/2012,21/2/2013,40.80%
10704,59,2.18,0,0.3048,"15,047k","3,544k",3,30/9/2012,31/12/2012,8/11/2012,9.40%
10705,59,2.08,0,0.288,"15,266k","3,385k",2,30/6/2012,31/12/2012,9/8/2012,9.10%
10706,59,2.06,0,0.2672,"16,889k","3,347k",1,31/3/2012,31/12/2012,10/5/2012,6.90%
10707,59,1.16,0,0.2453,"17,707k","1,881k",4,31/12/2011,31/12/2011,23/2/2012,56.60%
10708,59,2.46,0,0.237,"17,610k","3,913k",3,30/9/2011,31/12/2011,10/11/2011,335.30%
10709,59,2.34,0,0.2163,"22,284k","3,723k",2,30/6/2011,31/12/2011,11/8/2011,527.80%
10710,59,1.97,0,0.1929,"17,802k","3,132k",1,31/3/2011,31/12/2011,12/5/2011,327.90%
10711,59,0.59,0,0.1715,"8,660k",939k,4,31/12/2010,31/12/2010,17/2/2011,101.10%
10712,59,0.57,0,0.1655,"7,580k",899k,3,30/9/2010,31/12/2010,12/11/2010,20.30%
10713,59,0.37,0,0.1598,"6,681k",593k,2,30/6/2010,31/12/2010,13/8/2010,20.50%
10714,59,0.46,0,0.1596,"6,008k",732k,1,31/3/2010,31/12/2010,14/5/2010,4.10%
10715,59,0.29,0,0.1552,"6,753k",467k,4,31/12/2009,31/12/2009,23/2/2010,38.80%
10716,59,0.71,0,0.1513,"6,600k","1,128k",3,30/9/2009,31/12/2009,13/11/2009,26.60%
10717,59,0.47,0,0.1442,"4,667k",746k,2,30/6/2009,31/12/2009,14/8/2009,997.10%
10718,59,0.44,0,0.1393,"4,315k",703k,1,31/3/2009,31/12/2009,24/4/2009,90.50%
10719,59,0.48,0,0.1345,"4,682k",763k,4,31/12/2008,31/12/2008,24/2/2009,308%
10720,59,0.56,0,0.13,"4,375k",891k,3,30/9/2008,31/12/2008,19/11/2008,98%
10721,59,0.04,0,0.1243,"4,148k",68k,2,30/6/2008,31/12/2008,15/8/2008,83.60%
10722,59,0.23,0,0.124,"2,920k",369k,1,31/3/2008,31/12/2008,23/5/2008,17.90%
10723,59,0.13,0,0.1369,"3,204k",187k,4,31/12/2007,31/12/2007,20/2/2008,7.50%
10724,59,0.31,0,0.1252,"3,457k",450k,3,30/9/2007,31/12/2007,23/11/2007,423.30%
10725,59,0.29,0,0.1222,"3,818k",414k,2,30/6/2007,31/12/2007,24/8/2007,567.70%
10726,59,0.22,0,0.1193,"3,138k",313k,1,31/3/2007,31/12/2007,31/5/2007,15.90%
10727,59,0.07,0,0.1171,"3,019k",95k,4,31/12/2006,31/12/2006,1/3/2007,62.60%
10728,59,0.06,0,0.1171,"1,909k",86k,3,30/9/2006,31/12/2006,21/11/2006,56.60%
10729,59,0.07,0,0.175,"1,858k",62k,2,30/6/2006,31/12/2006,18/8/2006,109.50%
10730,59,0.29,0,0.1735,"2,702k",270k,1,31/3/2006,31/12/2006,23/5/2006,139.30%
10731,59,0.3,0,0.183,"3,422k",247k,4,31/12/2005,31/12/2005,23/2/2006,72.70%
10732,59,0.24,0,0.109,"2,056k",198k,3,30/9/2005,31/12/2005,28/10/2005,47.90%
10733,59,-0.8,0,0.112,"1,740k",-652k,2,30/6/2005,31/12/2005,22/8/2005,0%
10734,59,-0.84,0,0.116,"1,902k",-687k,1,31/3/2005,31/12/2005,31/5/2005,256.10%
10735,59,0.16,0,0.1233,"2,516k",97k,4,31/12/2004,31/12/2004,24/2/2005,52.50%
10736,59,0.77,0,0.0335,"2,989k",334k,3,30/9/2004,31/12/2004,23/12/2004,63.70%
10737,5253,-2.58,0,0.26,"148,182k","-34,447k",2,31/12/2018,30/6/2019,25/2/2019,251.50%
10738,5253,1.12,0,0.29,"200,296k","15,043k",1,30/9/2018,30/6/2019,26/11/2018,29%
10739,5253,1.46,0,0.28,"192,283k","19,462k",4,30/6/2018,30/6/2018,29/8/2018,6.70%
10740,5253,1.77,1,0.27,"205,046k","23,717k",3,31/3/2018,30/6/2018,23/5/2018,7.30%
10741,5253,1.7,0,0.25,"162,171k","22,731k",2,31/12/2017,30/6/2018,26/2/2018,6.40%
10742,5253,3.96,1.5,0.61,"168,899k","21,192k",1,30/9/2017,30/6/2018,22/11/2017,28.90%
10743,5253,3.9,0,0.57,"157,677k","20,856k",4,30/6/2017,30/6/2017,23/8/2017,12.20%
10744,5253,4.13,3,0.56,"162,280k","22,106k",3,31/3/2017,30/6/2017,26/5/2017,23.60%
10745,5253,3.99,0,0.52,"147,873k","21,363k",2,31/12/2016,30/6/2017,22/2/2017,28.90%
10746,5253,3.07,1.5,0.49,"114,080k","16,445k",1,30/9/2016,30/6/2017,23/11/2016,13.50%
10747,5253,3.18,0,0.46,"128,353k","17,019k",4,30/6/2016,30/6/2016,25/8/2016,22.10%
10748,5253,3.34,2.5,0.46,"122,066k","17,890k",3,31/3/2016,30/6/2016,25/5/2016,43%
10749,5253,3.1,0,0.42,"110,564k","16,575k",2,31/12/2015,30/6/2016,24/2/2016,55.60%
10750,5253,2.71,0,0.4,"101,078k","14,495k",1,30/9/2015,30/6/2016,27/11/2015,52.40%
10751,5253,2.61,0,0.37,"103,825k","13,942k",4,30/6/2015,30/6/2015,26/8/2015,118.40%
10752,5253,2.34,1.5,0.36,"114,126k","12,511k",3,31/3/2015,30/6/2015,19/5/2015,128%
10753,5253,1.99,0,0.34,"104,729k","10,649k",2,31/12/2014,30/6/2015,12/2/2015,0%
10754,5253,1.78,1,0.33,"106,300k","9,510k",1,30/9/2014,30/6/2015,28/11/2014,0%
10755,5253,1.43,0,0.31,"99,831k","6,383k",4,30/6/2014,30/6/2014,21/8/2014,0%
10756,5253,1.23,0,0.25,"87,596k","5,487k",3,31/3/2014,30/6/2014,12/6/2014,0%
10757,8206,2.33,0,1.5,"607,581k","68,530k",4,31/10/2018,31/10/2018,13/12/2018,103.30%
10758,8206,1.31,0,1.47,"490,049k","38,521k",3,31/7/2018,31/10/2018,20/9/2018,47.60%
